Venue,Date,Day of Week,Event/Artist Name,Genre,Promoter Code,Promoter Name,Tickets Sold,Venue Capacity,Capacity Rate,Gross Ticket Revenue,Avg Ticket Price (incl. TW rebate),Bar Revenue,Avg Alcohol $/Guest,Band(s) Guarantee,% of Gross Ticket Revenue,Gate Settlement Gain/(Loss),Show Gross Proceeds,Source Year (file),Source File,Data Notes,Date_parsed
Magic Stick,2025-04-05,2025-04-05 00:00:00,KC Lights,Electronic/Dance,2.0,In-House - Brie,271.0,750.0,0.3613333333,6463.0,23.84870849,7878.0,29.0701107,5650.0,0.8742070246,-2896.22,4981.78,2025,2025_Show_Results_-_Magic_Stick.xlsx,,2025-04-05
Majestic Theatre,2025-04-06,2025-04-06 00:00:00,Ninja Sex Party,Comedy/Other,,,1115.0,1100.0,1.013636364,74947.92,67.21786547,7207.09,6.463757848,30435.53,0.4060890549,33561.26,40768.35,2025,2025_show_results_-_Majestic_Theatre.xlsx,,2025-04-06
Majestic Theatre,2025-04-09,2025-04-09 00:00:00,Bayside 4.9 & 4.10 TWO NIGHTS,Rock,,,927.0,2200.0,0.4213636364,37798.86,40.77546926,12751.25,13.75539374,40000.0,1.058232973,-18744.3,-5993.05,2025,2025_show_results_-_Majestic_Theatre.xlsx,,2025-04-09
Magic Stick,2025-04-11,2025-04-11 00:00:00,No Thanks,Rock,2.0,In-House - Brie,170.0,800.0,0.2125,2327.0,13.68823529,3199.0,18.81764706,3500.0,1.50408251,-3340.79,-141.79,2025,2025_Show_Results_-_Magic_Stick.xlsx,,2025-04-11
Majestic Theatre,2025-04-11,2025-04-11 00:00:00,G-Eazy,Hip-Hop/R&B,,,968.0,1100.0,0.88,65887.97,68.06608471,19799.35,20.45387397,24250.0,0.3680489777,19286.24,39085.59,2025,2025_show_results_-_Majestic_Theatre.xlsx,,2025-04-11
Magic Stick,2025-04-12,2025-04-12 00:00:00,Afrobeats to the World,Electronic/Dance,1.0,In-House - Zach,738.0,800.0,0.9225,21580.0,29.24119241,14283.0,19.35365854,16422.0,0.7609823911,2769.9,17052.9,2025,2025_Show_Results_-_Magic_Stick.xlsx,,2025-04-12
Majestic Theatre,2025-04-13,2025-04-13 00:00:00,OsamaSon,Hip-Hop/R&B,,,1115.0,1100.0,1.013636364,40781.97,36.57575785,2553.95,2.290538117,16536.93,0.4054961053,17068.76,19622.71,2025,2025_show_results_-_Majestic_Theatre.xlsx,,2025-04-13
Majestic Theatre,2025-04-15,2025-04-15 00:00:00,Chelsea Grin,Metal/Hard Rock,,,1036.0,1100.0,0.9418181818,39086.58,37.72835907,13403.28,12.93752896,16500.0,0.4221397728,15761.86,29165.14,2025,2025_show_results_-_Majestic_Theatre.xlsx,,2025-04-15
Magic Stick,2025-04-19,2025-04-19 00:00:00,Ranger Trucco,Electronic/Dance,5.0,Paxahau - Tom Pattyn,386.0,750.0,0.5146666667,9980.0,25.85492228,9990.0,25.88082902,5000.0,0.501002004,-49.74,9940.26,2025,2025_Show_Results_-_Magic_Stick.xlsx,,2025-04-19
Majestic Theatre,2025-04-20,2025-04-20 00:00:00,Reality Gays,Comedy/Other,,,91.0,1100.0,0.08272727273,5403.0,59.37362637,1448.0,15.91208791,2500.0,0.4627059041,-3451.07,-2003.07,2024,2024_Majestic_Theater_Show_Results.xlsx,,2025-04-20
Majestic Theatre,2025-04-22,2025-04-22 00:00:00,Soul Coughing,Rock,,,1090.0,1100.0,0.9909090909,61091.49,56.04723853,11729.65,10.76114679,32500.0,0.531988989,21627.15,33356.8,2025,2025_show_results_-_Majestic_Theatre.xlsx,,2025-04-22
Majestic Theatre,2025-04-23,2025-04-23 00:00:00,Wild Rivers,Pop,,,800.0,1100.0,0.7272727273,38499.17,48.1239625,9414.83,11.7685375,23500.0,0.6104027697,1256.59,10671.42,2025,2025_show_results_-_Majestic_Theatre.xlsx,,2025-04-23
Magic Stick,2025-04-25,2025-04-25 00:00:00,Cristoph,Electronic/Dance,5.0,Paxahau - Tom Pattyn,294.0,750.0,0.392,8409.0,28.60204082,7098.0,24.14285714,5000.0,0.5946010227,-1382.41,5715.59,2025,2025_Show_Results_-_Magic_Stick.xlsx,,2025-04-25
Majestic Theatre,2025-04-26,2025-04-26 00:00:00,OK GO!,Rock,,,1115.0,1100.0,1.013636364,53669.34,48.13393722,10550.15,9.462017937,22077.0,0.4113521798,21051.21,31601.36,2025,2025_show_results_-_Majestic_Theatre.xlsx,,2025-04-26
Magic Stick,2025-04-26,2025-04-26 00:00:00,Desert Hearts,Electronic/Dance,5.0,Paxahau - Tom Pattyn,466.0,750.0,0.6213333333,13895.75,29.81920601,12756.0,27.37339056,7500.0,0.5397333717,-2479.68,10276.32,2025,2025_Show_Results_-_Magic_Stick.xlsx,,2025-04-26
Majestic Theatre,2025-04-30,2025-04-30 00:00:00,Arch Enemy,Metal/Hard Rock,,,490.0,1100.0,0.4454545455,21699.26,44.28420408,7310.51,14.91940816,17500.0,0.806479115,-10963.63,-3653.12,2025,2025_show_results_-_Majestic_Theatre.xlsx,,2025-04-30
Majestic Theatre,2025-05-01,2025-05-01 00:00:00,Maribou State,Electronic/Dance,,,415.0,1100.0,0.3772727273,12442.99,29.98310843,6648.01,16.0193012,11000.0,0.8840318927,-7791.53,-1143.52,2025,2025_show_results_-_Majestic_Theatre.xlsx,,2025-05-01
Majestic Theatre,2025-05-03,2025-05-03 00:00:00,Durand Bernarr,Hip-Hop/R&B,,,1115.0,1100.0,1.013636364,40676.58,36.48123767,12260.93,10.99634978,11892.73,0.2923729084,19268.91,31529.84,2025,2025_show_results_-_Majestic_Theatre.xlsx,,2025-05-03
Magic Stick,2025-05-03,2025-05-03 00:00:00,G-Space,Electronic/Dance,5.0,Paxahau - Tom Pattyn,101.0,754.0,0.1339522546,2492.5,24.67821782,2614.0,25.88118812,4650.0,1.86559679,4030.77,6644.77,2025,2025_Show_Results_-_Magic_Stick.xlsx,,2025-05-03
Majestic Theatre,2025-05-04,2025-05-04 00:00:00,Juno Birch,Comedy/Other,,,210.0,400.0,0.525,12478.44,59.42114286,2457.49,11.70233333,2212.46,0.1773026115,2059.99,4517.48,2025,2025_show_results_-_Majestic_Theatre.xlsx,,2025-05-04
Magic Stick,2025-05-04,2025-05-04 00:00:00,Iann Dior,Hip-Hop/R&B,1.0,In-House - Zach,228.0,750.0,0.304,11855.25,51.99671053,1736.0,7.614035088,6500.0,0.5482802978,-2158.27,-422.27,2025,2025_Show_Results_-_Magic_Stick.xlsx,,2025-05-04
Majestic Theatre,2025-05-06,2025-05-06 00:00:00,The Damned,Rock,,,814.0,1100.0,0.74,40399.63,49.63099509,10133.94,12.44955774,26000.0,0.6435702505,5379.66,15513.6,2025,2025_show_results_-_Majestic_Theatre.xlsx,,2025-05-06
Magic Stick,2025-05-07,2025-05-07 00:00:00,Mereba,Hip-Hop/R&B,1.0,In-House - Zach,314.0,800.0,0.3925,9547.5,30.40605096,2803.0,8.926751592,4000.0,0.4189578424,2093.17,4896.17,2025,2025_Show_Results_-_Magic_Stick.xlsx,,2025-05-07
Majestic Theatre,2025-05-07,2025-05-07 00:00:00,Obituary,Metal/Hard Rock,,,650.0,1100.0,0.5909090909,24469.65,37.64561538,9609.62,14.78403077,20000.0,0.8173390302,-3665.84,5943.78,2025,2025_show_results_-_Majestic_Theatre.xlsx,,2025-05-07
Magic Stick,2025-05-08,2025-05-08 00:00:00,Klangkarussell,Electronic/Dance,2.0,In-House - Brie,196.0,800.0,0.245,5657.0,28.8622449,4391.0,22.40306122,4450.0,0.7866360262,-1741.99,2649.01,2025,2025_Show_Results_-_Magic_Stick.xlsx,,2025-05-08
Magic Stick,2025-05-09,2025-05-09 00:00:00,Joe Kay,Electronic/Dance,5.0,Paxahau - Tom Pattyn,741.0,700.0,1.058571429,31671.0,42.74089069,17147.0,23.14035088,10500.0,0.3315335796,10300.4,27447.4,2025,2025_Show_Results_-_Magic_Stick.xlsx,,2025-05-09
Magic Stick,2025-05-10,2025-05-10 00:00:00,Acraze,Electronic/Dance,5.0,Paxahau - Tom Pattyn,500.0,800.0,0.625,16227.0,32.454,12848.0,25.696,10600.0,0.6532322672,262.87,13110.87,2025,2025_Show_Results_-_Magic_Stick.xlsx,,2025-05-10
Magic Stick,2025-05-11,2025-05-11 00:00:00,Raveena,Hip-Hop/R&B,1.0,In-House - Zach,326.0,750.0,0.4346666667,13887.75,42.60046012,1868.5,5.731595092,9500.0,0.6840560926,-3025.89,-1157.39,2025,2025_Show_Results_-_Magic_Stick.xlsx,,2025-05-11
Majestic Theatre,2025-05-13,2025-05-13 00:00:00,Superheaven,Rock,,,737.0,1100.0,0.67,25901.2,35.14409769,6835.23,9.274396201,13750.0,0.5308634349,4191.03,11026.26,2025,2025_show_results_-_Majestic_Theatre.xlsx,,2025-05-13
Majestic Theatre,2025-05-14,2025-05-14 00:00:00,Lucius,Rock,,,395.0,1100.0,0.3590909091,16972.75,42.96898734,4234.3,10.71974684,13500.0,0.7953926146,-8041.84,-3807.54,2025,2025_show_results_-_Majestic_Theatre.xlsx,,2025-05-14
Magic Stick,2025-05-17,2025-05-17 00:00:00,Baroness,Metal/Hard Rock,1.0,In-House - Zach,518.0,750.0,0.6906666667,18635.0,35.97490347,7087.0,13.68146718,8504.66,0.4563810035,5443.21,12530.21,2025,2025_Show_Results_-_Magic_Stick.xlsx,,2025-05-17
Majestic Theatre,2025-05-20,2025-05-20 00:00:00,Nekrogoblikon,Metal/Hard Rock,,,394.0,1100.0,0.3581818182,14565.06,36.96715736,4119.73,10.45616751,10200.0,0.7003060749,-2190.3,1929.43,2025,2025_show_results_-_Majestic_Theatre.xlsx,,2025-05-20
Majestic Theatre,2025-05-22,2025-05-22 00:00:00,grentperez,Pop,,,692.0,1100.0,0.6290909091,36361.63,52.54570809,1837.45,2.655274566,26000.0,0.7150394523,-3869.32,-2031.87,2025,2025_show_results_-_Majestic_Theatre.xlsx,,2025-05-22
Magic Stick,2025-05-23,2025-05-23 00:00:00,Max Styler,Electronic/Dance,5.0,Paxahau - Tom Pattyn,932.0,800.0,1.165,42057.5,45.12607296,31398.0,33.6888412,15100.0,0.3590322772,13560.94,44958.94,2025,2025_Show_Results_-_Magic_Stick.xlsx,,2025-05-23
Magic Stick,2025-05-24,2025-05-24 00:00:00,Defected,Electronic/Dance,5.0,Paxahau - Tom Pattyn,1005.0,800.0,1.25625,56166.0,55.88656716,21795.0,21.68656716,13500.0,0.240358936,25317.24,47112.24,2025,2025_Show_Results_-_Magic_Stick.xlsx,,2025-05-24
Magic Stick,2025-05-25,2025-05-25 00:00:00,Odd Mob,Electronic/Dance,5.0,Paxahau - Tom Pattyn,987.0,750.0,1.316,53726.0,54.43363728,23002.0,23.30496454,20700.0,0.3852883148,21150.76,44152.76,2025,2025_Show_Results_-_Magic_Stick.xlsx,,2025-05-25
Magic Stick,2025-05-26,2025-05-26 00:00:00,Repopulate Mars,Electronic/Dance,5.0,Paxahau - Tom Pattyn,624.0,750.0,0.832,27651.0,44.3125,12348.0,19.78846154,16600.0,0.6003399515,2504.97,14852.97,2025,2025_Show_Results_-_Magic_Stick.xlsx,,2025-05-26
Majestic Theatre,2025-05-27,2025-05-27 00:00:00,Livingston,Pop,,,1115.0,1100.0,1.013636364,47705.5,42.78520179,6061.88,5.436663677,15500.0,0.3249101257,15047.48,21109.36,2025,2025_show_results_-_Majestic_Theatre.xlsx,,2025-05-27
Magic Stick,2025-05-30,2025-05-30 00:00:00,Curtis Dalston,Electronic/Dance,6.0,Rental event,700.0,830.0,0.843373494,4902.0,7.002857143,11816.0,16.88,0.0,0.0,2609.0,14425.0,2025,2025_Show_Results_-_Magic_Stick.xlsx,,2025-05-30
Majestic Theatre,2025-06-03,2025-06-03 00:00:00,The Menzingers,Rock,,,613.0,1100.0,0.5572727273,26316.39,42.9304894,12128.14,19.78489396,25500.0,0.9689778879,-7899.12,4229.02,2025,2025_show_results_-_Majestic_Theatre.xlsx,,2025-06-03
Majestic Theatre,2025-06-04,2025-06-04 00:00:00,Panchinko,Rock,,,783.0,1100.0,0.7118181818,29238.8,37.34201788,3266.25,4.171455939,16750.0,0.5728689276,5079.31,8345.56,2025,2025_show_results_-_Majestic_Theatre.xlsx,,2025-06-04
Majestic Theatre,2025-06-05,2025-06-05 00:00:00,Orion Sun,Hip-Hop/R&B,,,560.0,1100.0,0.5090909091,16903.35,30.18455357,3852.26,6.879035714,10000.0,0.5915987068,-645.67,3206.59,2025,2025_show_results_-_Majestic_Theatre.xlsx,,2025-06-05
Magic Stick,2025-06-06,2025-06-06 00:00:00,Sander Kleinberg,Electronic/Dance,5.0,Paxahau - Tom Pattyn,,850.0,0.0,,,,,,,,0.0,2025,2025_Show_Results_-_Magic_Stick.xlsx,,2025-06-06
Magic Stick,2025-06-07,2025-06-07 00:00:00,Glitterbox,Electronic/Dance,5.0,Paxahau - Tom Pattyn,371.0,850.0,0.4364705882,13133.25,35.39959569,11367.0,30.63881402,14000.0,1.065996612,-9856.88,1510.12,2025,2025_Show_Results_-_Magic_Stick.xlsx,,2025-06-07
Magic Stick,2025-06-08,2025-06-08 00:00:00,Geordie Kieffer,Electronic/Dance,1.0,In-House - Zach,158.0,800.0,0.1975,6922.0,43.81012658,2147.0,13.58860759,4500.0,0.6501011268,-1991.56,155.44,2025,2025_Show_Results_-_Magic_Stick.xlsx,,2025-06-08
Magic Stick,2025-06-09,2025-06-09 00:00:00,Lords of Acid,Electronic/Dance,1.0,In-House - Zach,534.0,800.0,0.6675,21962.0,41.12734082,6973.0,13.05805243,11000.0,0.5008651307,5561.9,12534.9,2025,2025_Show_Results_-_Magic_Stick.xlsx,,2025-06-09
Magic Stick,2025-06-13,2025-06-13 00:00:00,Crusy,Electronic/Dance,2.0,In-House - Brie,60.0,250.0,0.24,1210.0,20.16666667,1238.0,20.63333333,2350.0,1.94214876,-2286.68,-1048.68,2025,2025_Show_Results_-_Magic_Stick.xlsx,,2025-06-13
Magic Stick,2025-06-22,2025-06-22 00:00:00,Caroline Baniewicz,Pop,1.0,In-House - Zach,18.0,750.0,0.024,565.5,31.41666667,174.0,9.666666667,1000.0,1.768346596,-2738.0,-2564.0,2025,2025_Show_Results_-_Magic_Stick.xlsx,,2025-06-22
Magic Stick,2025-07-12,2025-07-12 00:00:00,Austin Millz,Hip-Hop/R&B,5.0,Paxahau - Tom Pattyn,242.0,750.0,0.3226666667,7330.5,30.29132231,7314.0,30.2231405,5200.0,0.7093649819,-803.06,6510.94,2025,2025_Show_Results_-_Magic_Stick.xlsx,,2025-07-12
Majestic Theatre,2025-07-16,2025-07-16 00:00:00,Hung up on a Dream,Rock,,,118.0,1100.0,0.1072727273,6535.57,55.38618644,1425.39,12.07957627,3000.0,0.4590265271,-5308.21,-3882.82,2025,2025_show_results_-_Majestic_Theatre.xlsx,,2025-07-16
Majestic Theatre,2025-07-17,2025-07-17 00:00:00,JCW wrestling,Comedy/Other,,,109.0,1100.0,0.09909090909,10964.31,100.59,5181.32,47.53504587,0.0,0.0,4626.69,9808.01,2025,2025_show_results_-_Majestic_Theatre.xlsx,,2025-07-17
Magic Stick,2025-07-18,2025-07-18 00:00:00,Hyaden James,Electronic/Dance,5.0,Paxahau - Tom Pattyn,659.0,750.0,0.8786666667,20798.0,31.5599393,18263.0,27.71320182,10400.0,0.5000480815,,18263.0,2025,2025_Show_Results_-_Magic_Stick.xlsx,,2025-07-18
Magic Stick,2025-07-19,2025-07-19 00:00:00,Afrobeats to the World,Electronic/Dance,1.0,In-House - Zach,465.0,750.0,0.62,12493.5,26.86774194,8045.0,17.30107527,8924.0,0.7142914315,512.76,8557.76,2025,2025_Show_Results_-_Magic_Stick.xlsx,,2025-07-19
Magic Stick,2025-07-20,2025-07-20 00:00:00,KenTheMan,Hip-Hop/R&B,1.0,In-House - Zach,750.0,700.0,1.071428571,27556.25,36.74166667,8431.0,11.24133333,11380.93,0.4130072125,,8431.0,2025,2025_Show_Results_-_Magic_Stick.xlsx,,2025-07-20
Magic Stick,2025-07-25,2025-07-25 00:00:00,New Bomb Turks,Rock,1.0,In-House - Zach,188.0,800.0,0.235,6061.0,32.2393617,4192.0,22.29787234,6950.0,1.146675466,-4651.74,-459.74,2025,2025_Show_Results_-_Magic_Stick.xlsx,,2025-07-25
Majestic Theatre,2025-07-26,2025-07-26 00:00:00,Sleater-Kinney,Rock,,,582.0,1100.0,0.5290909091,24458.19,42.02438144,6269.84,10.77292096,25000.0,1.022152498,-12328.79,-6058.95,2024,2024_Majestic_Theater_Show_Results.xlsx,,2025-07-26
Magic Stick,2025-07-27,2025-07-27 00:00:00,Kickstand Productions,Comedy/Other,6.0,Rental event,554.0,800.0,0.6925,19384.75,34.99052347,3017.0,5.445848375,12343.0,0.6367376417,3570.6,6587.6,2025,2025_Show_Results_-_Magic_Stick.xlsx,,2025-07-27
Magic Stick,2025-08-03,2025-08-03 00:00:00,Spafford,Rock,1.0,In-House - Zach,226.0,850.0,0.2658823529,6800.51,30.09075221,5417.0,23.96902655,4500.0,0.6617150773,2049.3,7466.3,2025,2025_Show_Results_-_Magic_Stick.xlsx,,2025-08-03
Majestic Theatre,2025-08-08,2025-08-08 00:00:00,Fitz and the Tantrums,Pop,,,602.0,1100.0,0.5472727273,29179.6,48.47109635,8268.43,13.73493355,26500.0,0.9081687206,-11824.31,-3555.88,2025,2025_show_results_-_Majestic_Theatre.xlsx,,2025-08-08
Magic Stick,2025-08-09,2025-08-09 00:00:00,Wesghost,Electronic/Dance,1.0,In-House - Zach,280.0,800.0,0.35,14711.0,52.53928571,2684.0,9.585714286,3500.0,0.2379172048,1967.01,4651.01,2025,2025_Show_Results_-_Magic_Stick.xlsx,,2025-08-09
Magic Stick,2025-08-16,2025-08-16 00:00:00,R&B Bangers,Hip-Hop/R&B,6.0,Rental event,45.0,750.0,0.06,6228.5,138.4111111,10215.0,227.0,1185.0,0.1902544754,3065.94,13280.94,2025,2025_Show_Results_-_Magic_Stick.xlsx,,2025-08-16
Magic Stick,2025-08-17,2025-08-17 00:00:00,Obi's House,Electronic/Dance,6.0,Rental event,192.0,750.0,0.256,13331.5,69.43489583,11824.0,61.58333333,7841.0,0.5881558714,3079.51,14903.51,2025,2025_Show_Results_-_Magic_Stick.xlsx,,2025-08-17
Magic Stick,2025-08-23,2025-08-23 00:00:00,Simon Doty,Electronic/Dance,5.0,Paxahau - Tom Pattyn,150.0,750.0,0.2,3619.75,24.13166667,3404.0,22.69333333,-336.48,-0.0929566959,2350.0,5754.0,2025,2025_Show_Results_-_Magic_Stick.xlsx,,2025-08-23
Magic Stick,2025-08-30,2025-08-30 00:00:00,DJ Funk Benefit,Electronic/Dance,,,85.0,750.0,0.1133333333,1792.62,21.08964706,1720.0,20.23529412,680.0,0.3793330433,-286.92,1433.08,2025,2025_Show_Results_-_Magic_Stick.xlsx,,2025-08-30
Magic Stick,2025-09-05,2025-09-05 00:00:00,Spencer Brown,Electronic/Dance,5.0,Paxahau - Tom Pattyn,82.0,250.0,0.328,1477.75,18.02134146,1759.0,21.45121951,2700.0,1.827102013,-2976.92,-1217.92,2025,2025_Show_Results_-_Magic_Stick.xlsx,,2025-09-05
Majestic Theatre,2025-09-09,1900-07-11 00:00:00,BUNT,Electronic/Dance,,,928.0,1100.0,0.8436363636,36594.0,39.43318966,14963.09,16.1240194,16000.0,0.437230147,9392.63,24355.72,2025,2025_show_results_-_Majestic_Theatre.xlsx,,2025-09-09
Magic Stick,2025-09-11,2025-09-11 00:00:00,Russian Circles,Metal/Hard Rock,1.0,In-House - Zach,287.0,250.0,1.148,9586.93,33.40393728,3829.0,13.34146341,6500.0,0.6780064108,-793.97,3035.03,2025,2025_Show_Results_-_Magic_Stick.xlsx,,2025-09-11
Majestic Theatre,2025-09-13,2025-09-13 00:00:00,Momma,Rock,,,417.0,1100.0,0.3790909091,12245.8,29.36642686,0.0,0.0,5250.0,0.4287184177,2072.95,2072.95,2025,2025_show_results_-_Majestic_Theatre.xlsx,,2025-09-13
Magic Stick,2025-09-13,2025-09-13 00:00:00,Restricted,Electronic/Dance,2.0,In-House - Brie,593.0,750.0,0.7906666667,18591.31,31.35128162,10332.0,17.4232715,5650.0,0.3039054268,7158.91,17490.91,2025,2025_Show_Results_-_Magic_Stick.xlsx,,2025-09-13
Majestic Theatre,2025-09-17,2025-09-17 00:00:00,The Brian Jonestown Massacre,Rock,,,558.0,1100.0,0.5072727273,22391.79,40.12865591,8153.72,14.61240143,10500.0,0.4689218682,1949.69,10103.41,2025,2025_show_results_-_Majestic_Theatre.xlsx,,2025-09-17
Majestic Theatre,2025-09-18,2025-09-18 00:00:00,James,Rock,,,930.0,1100.0,0.8454545455,58079.53,62.45110753,14177.97,15.24512903,21000.0,0.3615731739,14177.97,28355.94,2025,2025_show_results_-_Majestic_Theatre.xlsx,,2025-09-18
Majestic Theatre,2025-09-19,2025-09-19 00:00:00,The 502s,Country/Americana,,,344.0,1100.0,0.3127272727,16294.92,47.36895349,5032.32,14.62883721,11500.0,0.7057414213,-5948.0,-915.68,2025,2025_show_results_-_Majestic_Theatre.xlsx,,2025-09-19
Majestic Theatre,2025-09-23,2025-09-23 00:00:00,Nation of Language,Rock,,,543.0,1100.0,0.4936363636,18847.71,34.71033149,6798.38,12.52003683,10750.0,0.5703610677,-1169.5,5628.88,2025,2025_show_results_-_Majestic_Theatre.xlsx,,2025-09-23
Majestic Theatre,2025-09-24,2025-09-24 00:00:00,Samantha Bee,Comedy/Other,,,204.0,1100.0,0.1854545455,13104.4,64.2372549,1798.03,8.813872549,5000.0,0.3815512347,-82.29,1715.74,2025,2025_show_results_-_Majestic_Theatre.xlsx,,2025-09-24
Magic Stick,2025-09-26,2025-09-26 00:00:00,Marsh,Electronic/Dance,5.0,Paxahau - Tom Pattyn,288.0,700.0,0.4114285714,6937.0,24.08680556,7413.0,25.73958333,4400.0,0.6342799481,-321.97,7091.03,2025,2025_Show_Results_-_Magic_Stick.xlsx,,2025-09-26
Majestic Theatre,2025-09-26,2025-09-26 00:00:00,SG Lewis,Electronic/Dance,,,582.0,1100.0,0.5290909091,18915.6,32.50103093,11529.36,19.80989691,12000.0,0.6343970056,-2610.86,8918.5,2025,2025_show_results_-_Majestic_Theatre.xlsx,,2025-09-26
Majestic Theatre,2025-09-27,2025-09-27 00:00:00,Deltron 3030,Hip-Hop/R&B,,,1134.0,1100.0,1.030909091,49327.61,43.49877425,16915.13,14.91634039,18211.83,0.3692015486,21025.23,37940.36,2025,2025_show_results_-_Majestic_Theatre.xlsx,,2025-09-27
Magic Stick,2025-09-27,2025-09-27 00:00:00,Club 1 BD,Electronic/Dance,1.0,In-House - Zach,802.0,750.0,1.069333333,28781.75,35.88746883,11593.0,14.45511222,18736.0,0.6509680614,7310.37,18903.37,2025,2025_Show_Results_-_Magic_Stick.xlsx,,2025-09-27
Majestic Theatre,2025-09-28,2025-09-28 00:00:00,Gottmik,Comedy/Other,,,154.0,1100.0,0.14,10196.28,66.20961039,3318.12,21.54623377,11000.0,1.078824826,-12671.0,-9352.88,2025,2025_show_results_-_Majestic_Theatre.xlsx,,2025-09-28
Majestic Theatre,2025-09-29,2025-09-29 00:00:00,Mountain Goats,Rock,,,753.0,1100.0,0.6845454545,44958.23,59.70548473,6092.97,8.091593625,30500.0,0.6784074907,4846.49,10939.46,2025,2025_show_results_-_Majestic_Theatre.xlsx,,2025-09-29
Majestic Theatre,2025-10-02,2025-10-02 00:00:00,Noah Cyrus,Country/Americana,,,522.0,1100.0,0.4745454545,20756.18,39.76279693,6394.07,12.24917625,26000.0,1.252638973,-17083.55,-10689.48,2025,2025_show_results_-_Majestic_Theatre.xlsx,,2025-10-02
Majestic Theatre,2025-10-03,2025-10-03 00:00:00,Iniko,Pop,,,502.0,1100.0,0.4563636364,23101.68,46.01928287,6024.72,12.00143426,9000.0,0.3895820564,-136.05,5888.67,2025,2025_show_results_-_Majestic_Theatre.xlsx,,2025-10-03
Magic Stick,2025-10-03,2025-10-03 00:00:00,Anamanaguchi,Electronic/Dance,6.0,Rental event,328.0,800.0,0.41,11391.56,34.73036585,4375.0,13.33841463,7249.75,0.6364141522,1558.58,5933.58,2025,2025_Show_Results_-_Magic_Stick.xlsx,,2025-10-03
Majestic Theatre,2025-10-04,2025-10-04 00:00:00,The Rapture,Electronic/Dance,,,179.0,1100.0,0.1627272727,7960.0,44.46927374,3013.78,16.83675978,16000.0,2.010050251,-17865.11,-14851.33,2025,2025_show_results_-_Majestic_Theatre.xlsx,,2025-10-04
Magic Stick,2025-10-04,2025-10-04 00:00:00,Torren Foot/Airwolf Paradise,Electronic/Dance,5.0,Paxahau - Tom Pattyn,186.0,800.0,0.2325,4936.75,26.54166667,4430.0,23.8172043,3300.0,0.668455968,-1108.11,3321.89,2025,2025_Show_Results_-_Magic_Stick.xlsx,,2025-10-04
Majestic Theatre,2025-10-07,2025-10-07 00:00:00,Rico Nasty,Hip-Hop/R&B,,,651.0,1100.0,0.5918181818,34348.08,52.76202765,5645.91,8.672672811,18000.0,0.5240467589,527.09,6173.0,2025,2025_show_results_-_Majestic_Theatre.xlsx,,2025-10-07
Majestic Theatre,2025-10-08,2025-10-08 00:00:00,Evil Dead,Metal/Hard Rock,,,323.0,1100.0,0.2936363636,19712.68,61.02996904,3369.03,10.43043344,22500.0,1.141397314,-13777.6,-10408.57,2025,2025_show_results_-_Majestic_Theatre.xlsx,,2025-10-08
Magic Stick,2025-10-09,2025-10-09 00:00:00,Pixel Grip,Electronic/Dance,1.0,In-House - Zach,340.0,750.0,0.4533333333,8483.5,24.95147059,4084.0,12.01176471,4000.0,0.4715035068,-475.58,3608.42,2025,2025_Show_Results_-_Magic_Stick.xlsx,,2025-10-09
Majestic Theatre,2025-10-10,2025-10-10 00:00:00,Lecrae,Hip-Hop/R&B,,,415.0,1100.0,0.3772727273,32203.93,77.59983133,1070.33,2.579108434,1212.9,0.03766310509,10590.37,11660.7,2025,2025_show_results_-_Majestic_Theatre.xlsx,,2025-10-10
Magic Stick,2025-10-10,2025-10-10 00:00:00,Dombresky,Electronic/Dance,5.0,Paxahau - Tom Pattyn,770.0,750.0,1.026666667,28177.25,36.59383117,20068.0,26.06233766,12700.0,0.4507182213,5096.45,25164.45,2025,2025_Show_Results_-_Magic_Stick.xlsx,,2025-10-10
Majestic Theatre,2025-10-11,2025-10-11 00:00:00,Don Was,Jazz/Blues/Soul,,,318.0,1100.0,0.2890909091,18003.3,56.61415094,4259.42,13.39440252,10000.0,0.5554537224,-1623.2,2636.22,2025,2025_show_results_-_Majestic_Theatre.xlsx,,2025-10-11
Magic Stick,2025-10-11,2025-10-11 00:00:00,Sultan + Shepard,Electronic/Dance,5.0,Paxahau - Tom Pattyn,494.0,700.0,0.7057142857,14594.0,29.54251012,8867.0,17.94939271,7900.0,0.54131835,3378.5,12245.5,2025,2025_Show_Results_-_Magic_Stick.xlsx,,2025-10-11
Majestic Theatre,2025-10-12,2025-10-12 00:00:00,ALY & AJ,Pop,,,803.0,1100.0,0.73,30571.89,38.07209215,7678.42,9.562166874,38500.0,1.259326787,-19407.62,-11729.2,2025,2025_show_results_-_Majestic_Theatre.xlsx,,2025-10-12
Majestic Theatre,2025-10-13,2025-10-13 00:00:00,Geese,Rock,,,1122.0,1100.0,1.02,45889.97,40.90015152,9688.97,8.635445633,11750.0,0.2560472365,12956.28,22645.25,2025,2025_show_results_-_Majestic_Theatre.xlsx,,2025-10-13
Magic Stick,2025-10-16,2025-10-16 00:00:00,Cuco,Pop,1.0,In-House - Zach,750.0,800.0,0.9375,30229.0,40.30533333,3557.0,4.742666667,10000.0,0.3308081643,5799.12,9356.12,2025,2025_Show_Results_-_Magic_Stick.xlsx,,2025-10-16
